requisition_id,main_equipment_name,equipment_serial_no,motor_manufacturing_year,application_use,installed_location,installed_qty,make,model,frame,size,power_rating,kw,kva,rpm,duty_cycle,voltage,current,received_date,received_time,defects_observed,repairs_required,reason_of_failure_id,reason_of_failure_text,warranty_status,previous_refurbishment_job_no,spares_details,service_type_id,service_type_text,equipment_type_id,equipment_type_text,bearing_id,bearing_text,status,created_at,updated_at,created_by,updated_by
750,DC Motor,EQ10371,1998,Hydraulic Press,Sinter Plant,1,Bharat Bijlee,E557,D90L,18.5 KW,18.56,18.5,22.5,1000,Continuous with Intermittent Load (S6),3300,4.08,2023-04-08,13:18:00,"Shaft bent, causing vibration",Rotor repaired/replaced. Dynamic balancing done. Air gap checked.,3,Rotor Failure,Out of Warranty,,"Grease, Cleaning agents",6,Shaft Repair,2,DC Motor,5,6307 2RS,DISPATCHED,2023-04-08 00:00:00,2023-04-14 00:00:00,operator_16,supervisor_02
751,Crane Motor,EQ10329,2002,Crane Hoisting,Sinter Plant,1,Siemens,E210,D355M,45.0 KW,45.59,45.0,54.05,1500,Short Time (S2),415,72.72,2024-07-29,17:18:00,Rotor eccentricity observed,Rotor repaired/replaced. Dynamic balancing done. Air gap checked.,3,Rotor Failure,Out of Warranty,JOB-47748,"Grease, Cleaning agents",3,General Overhaul,5,Crane Motor,10,22210 E,CLOSED,2024-07-29 00:00:00,2024-08-19 00:00:00,operator_07,supervisor_02
752,AC Motor,EQ10025,2014,Fan/Blower Driving,Cold Rolling Mill,1,ABB,M118,D180M,55.0 KW,56.02,55.0,66.44,1500,Intermittent (S3),415,88.04,2023-09-14,14:29:00,Grease leakage from bearing housing,Bearings replaced and housing cleaned. Shaft journal inspected. Alignment checked.,1,Bearing Failure,Out of Warranty,,Bearing 6205 2RS,2,Bearing Replacement,1,AC Motor,1,6205 2RS,CLOSED,2023-09-14 00:00:00,2023-09-28 00:00:00,operator_03,supervisor_02
753,AC Motor,EQ10173,2013,Hydraulic Press,Bar Mill,1,Havells,D255,D200L,18.5 KW,18.4,18.5,22.11,1500,Continuous with Intermittent Load (S6),415,31.11,2023-03-20,11:40:00,Inter-turn short circuit detected,Complete rewinding done. New insulation applied. Impregnation and baking completed.,2,Winding Failure,Out of Warranty,JOB-56052,"Copper wire, Insulation paper, Varnish",1,Rewinding,1,AC Motor,9,7206 B,CLOSED,2023-03-20 00:00:00,2023-04-13 00:00:00,operator_10,supervisor_04
754,Blower Motor,EQ10291,2002,Rolling Mill Drive,Blast Furnace,1,ABB,E602,D90L,11.0 KW,11.12,11.0,13.14,3000,Continuous (S1),415,19.01,2024-04-10,12:55:00,"Shaft bent, causing vibration",Rotor repaired/replaced. Dynamic balancing done. Air gap checked.,3,Rotor Failure,Out of Warranty,JOB-94042,"Grease, Cleaning agents",5,Insulation Repair,4,Blower Motor,6,6308 2RS,DISPATCHED,2024-04-10 00:00:00,2024-05-07 00:00:00,operator_19,supervisor_03
755,AC Motor,EQ10322,2005,Conveyor Belt,Bar Mill,1,Siemens,K949,D180M,75.0 KW,74.86,75.0,87.39,1000,Intermittent (S3),415,123.03,2025-04-14,07:59:00,Rotor eccentricity observed,Rotor repaired/replaced. Dynamic balancing done. Air gap checked.,3,Rotor Failure,Out of Warranty,JOB-37315,"Grease, Cleaning agents",4,Alignment Correction,1,AC Motor,3,6305 2RS,DISPATCHED,2025-04-14 00:00:00,2025-04-28 00:00:00,operator_18,supervisor_02
756,DC Motor,EQ10011,2000,Rolling Mill Drive,Blast Furnace,1,Siemens,M780,D315S,1.5 KW,1.48,1.5,1.69,1000,Periodic (S5),415,2.4,2023-01-23,11:43:00,Temperature rise exceeding limits,Cooling system repaired. Fan replaced. Ventilation passages cleaned.,5,Overheating,Out of Warranty,,"Copper wire, Insulation paper, Varnish",1,Rewinding,2,DC Motor,2,6206 2RS,DISPATCHED,2023-01-23 00:00:00,2023-02-12 00:00:00,operator_06,supervisor_03
757,DC Motor,EQ10302,2002,Mixer Agitator,Sinter Plant,1,Siemens,M242,D200L,22.0 KW,21.91,22.0,25.64,1000,Intermittent (S3),415,36.75,2025-05-10,11:00:00,Bearing noise observed during operation,Bearings replaced and housing cleaned. Shaft journal inspected. Alignment checked.,1,Bearing Failure,Out of Warranty,JOB-86024,Bearing 6205 2RS,2,Bearing Replacement,2,DC Motor,1,6205 2RS,DISPATCHED,2025-05-10 00:00:00,2025-05-23 00:00:00,operator_03,supervisor_06
758,AC Motor,EQ10121,2002,Mixer Agitator,Sinter Plant,1,Bharat Bijlee,D388,D180M,2.2 KW,2.19,2.2,2.67,3000,Continuous with Intermittent Load (S6),415,3.89,2025-12-04,08:58:00,Grease leakage from bearing housing,Bearings replaced and housing cleaned. Shaft journal inspected. Alignment checked.,1,Bearing Failure,Out of Warranty,,Bearing 6308 2RS,2,Bearing Replacement,1,AC Motor,6,6308 2RS,CLOSED,2025-12-04 00:00:00,2025-12-24 00:00:00,operator_08,supervisor_01
759,AC Motor,EQ10189,2012,Hydraulic Press,Blast Furnace,1,Crompton Greaves,D747,D160M,22.0 KW,22.3,22.0,26.67,3000,Continuous (S1),440,36.16,2023-05-03,15:35:00,Excessive vibration from drive end bearing,Bearings replaced and housing cleaned. Shaft journal inspected. Alignment checked.,1,Bearing Failure,Out of Warranty,,Bearing 6205 2RS,2,Bearing Replacement,1,AC Motor,1,6205 2RS,CLOSED,2023-05-03 00:00:00,2023-05-25 00:00:00,operator_09,supervisor_03
760,DC Motor,EQ10011,2000,Rolling Mill Drive,Blast Furnace,1,Siemens,S915,D315S,1.5 KW,1.48,1.5,1.69,1000,Periodic (S5),415,2.4,2024-03-22,21:09:00,Motor overheating during normal load,Cooling system repaired. Fan replaced. Ventilation passages cleaned.,5,Overheating,Out of Warranty,JOB-60314,"Grease, Cleaning agents",4,Alignment Correction,2,DC Motor,10,22210 E,DISPATCHED,2024-03-22 00:00:00,2024-04-06 00:00:00,operator_11,supervisor_04
761,Pump Motor,EQ10317,1996,Crane Hoisting,Blast Furnace,1,Bharat Bijlee,H557,D100L,37.0 KW,37.59,37.0,43.43,750,Periodic (S5),3300,7.55,2023-01-19,07:48:00,Inter-turn short circuit detected,Complete rewinding done. New insulation applied. Impregnation and baking completed.,2,Winding Failure,Out of Warranty,,"Copper wire, Insulation paper, Varnish",1,Rewinding,3,Pump Motor,8,NU 308,DISPATCHED,2023-01-19 00:00:00,2023-02-05 00:00:00,operator_13,supervisor_01
762,Blower Motor,EQ10273,2021,Rolling Mill Drive,Bar Mill,1,Crompton Greaves,D305,D132S,11.0 KW,11.04,11.0,13.25,750,Continuous (S1),440,16.6,2025-04-05,21:22:00,Insulation resistance low on winding,Complete rewinding done. New insulation applied. Impregnation and baking completed.,2,Winding Failure,Out of Warranty,JOB-43770,"Copper wire, Insulation paper, Varnish",1,Rewinding,4,Blower Motor,8,NU 308,DISPATCHED,2025-04-05 00:00:00,2025-04-15 00:00:00,operator_10,supervisor_02
763,DC Motor,EQ10438,2022,Mixer Agitator,Wire Rod Mill,1,Siemens,M597,D315S,0.75 KW,0.76,0.75,0.9,3000,Continuous (S1),440,1.15,2024-06-03,10:13:00,Insulation resistance low on winding,Complete rewinding done. New insulation applied. Impregnation and baking completed.,2,Winding Failure,Out of Warranty,,"Copper wire, Insulation paper, Varnish",1,Rewinding,2,DC Motor,3,6305 2RS,DISPATCHED,2024-06-03 00:00:00,2024-06-15 00:00:00,operator_14,supervisor_02
764,AC Motor,EQ10188,2010,Pump Driving,Hot Strip Mill,1,Bharat Bijlee,K368,D315S,11.0 KW,11.21,11.0,13.19,750,Continuous (S1),415,17.94,2024-10-27,07:10:00,Insulation breakdown at connections,Insulation restored. Varnish applied and baked. Megger values confirmed acceptable.,4,Insulation Failure,Out of Warranty,,"Grease, Cleaning agents",5,Insulation Repair,1,AC Motor,4,6306 2RS,CLOSED,2024-10-27 00:00:00,2024-11-01 00:00:00,operator_18,supervisor_07
765,AC Motor,EQ10195,1995,Cooling Tower Fan,Hot Strip Mill,1,Crompton Greaves,S433,D200L,22.0 KW,22.2,22.0,25.12,1000,Short Time (S2),415,34.4,2024-08-06,15:14:00,Bearing noise observed during operation,Bearings replaced and housing cleaned. Shaft journal inspected. Alignment checked.,1,Bearing Failure,Out of Warranty,JOB-56235,Bearing 6306 2RS,2,Bearing Replacement,1,AC Motor,4,6306 2RS,CLOSED,2024-08-06 00:00:00,2024-08-16 00:00:00,operator_02,supervisor_03
766,Crane Motor,EQ10247,2007,Crane Hoisting,Blast Furnace,1,ABB,S762,D315M,30.0 KW,29.78,30.0,34.48,3000,Continuous with Intermittent Load (S6),415,45.91,2024-10-16,09:42:00,Low megger value on phases,Insulation restored. Varnish applied and baked. Megger values confirmed acceptable.,4,Insulation Failure,Out of Warranty,,"Grease, Cleaning agents",5,Insulation Repair,5,Crane Motor,3,6305 2RS,CLOSED,2024-10-16 00:00:00,2024-10-24 00:00:00,operator_02,supervisor_07
767,AC Motor,EQ10444,2005,Conveyor Belt,Power Plant,1,GE,K958,D225S,5.5 KW,5.42,5.5,6.62,1000,Intermittent (S3),415,9.51,2024-10-31,18:08:00,Coupling misalignment detected,Alignment corrected. Coupling replaced. Foundation bolts tightened.,6,Vibration Damage,Out of Warranty,JOB-23669,"Grease, Cleaning agents",6,Shaft Repair,1,AC Motor,4,6306 2RS,CLOSED,2024-10-31 00:00:00,2024-11-18 00:00:00,operator_17,supervisor_05
768,DC Motor,EQ10117,2008,Crane Hoisting,Coke Oven Plant,1,GE,H913,D132S,5.5 KW,5.42,5.5,6.02,1500,Continuous (S1),415,7.99,2025-03-24,21:30:00,Bearing noise observed during operation,Bearings replaced and housing cleaned. Shaft journal inspected. Alignment checked.,1,Bearing Failure,Out of Warranty,JOB-89789,Bearing N/A,2,Bearing Replacement,2,DC Motor,11,N/A,CLOSED,2025-03-24 00:00:00,2025-04-12 00:00:00,operator_03,supervisor_01
769,AC Motor,EQ10357,2020,Crane Hoisting,Coke Oven Plant,1,Havells,H368,D280M,3.7 KW,3.76,3.7,4.48,1500,Continuous (S1),415,6.05,2023-02-16,20:29:00,Excessive vibration from drive end bearing,Bearings replaced and housing cleaned. Shaft journal inspected. Alignment checked.,1,Bearing Failure,Out of Warranty,JOB-45242,Bearing N/A,2,Bearing Replacement,1,AC Motor,11,N/A,CLOSED,2023-02-16 00:00:00,2023-02-17 00:00:00,operator_07,supervisor_07
770,AC Motor,EQ10162,2015,Pump Driving,Blast Furnace,1,Toshiba,K194,D355M,3.7 KW,3.76,3.7,4.21,1500,Intermittent (S3),440,5.63,2023-04-17,07:33:00,Excessive vibration at both ends,Alignment corrected. Coupling replaced. Foundation bolts tightened.,6,Vibration Damage,Out of Warranty,JOB-54261,"Grease, Cleaning agents",5,Insulation Repair,1,AC Motor,8,NU 308,CLOSED,2023-04-17 00:00:00,2023-05-05 00:00:00,operator_01,supervisor_03
771,Crane Motor,EQ10097,2018,Crane Hoisting,Cold Rolling Mill,1,Siemens,H843,D160L,22.0 KW,21.85,22.0,26.21,1500,Short Time (S2),440,32.96,2023-03-28,10:40:00,Phase imbalance detected,Complete rewinding done. New insulation applied. Impregnation and baking completed.,2,Winding Failure,Out of Warranty,JOB-26119,"Copper wire, Insulation paper, Varnish",1,Rewinding,5,Crane Motor,1,6205 2RS,CLOSED,2023-03-28 00:00:00,2023-04-05 00:00:00,operator_05,supervisor_04
772,AC Motor,EQ10100,2022,Cooling Tower Fan,Sinter Plant,1,WEG,D534,D90L,1.5 KW,1.47,1.5,1.66,1500,Continuous (S1),440,2.13,2025-01-15,08:11:00,Phase imbalance detected,Complete rewinding done. New insulation applied. Impregnation and baking completed.,2,Winding Failure,Out of Warranty,JOB-48250,"Copper wire, Insulation paper, Varnish",1,Rewinding,1,AC Motor,9,7206 B,CLOSED,2025-01-15 00:00:00,2025-02-01 00:00:00,operator_02,supervisor_03
773,DC Motor,EQ10498,2005,Conveyor Belt,Coke Oven Plant,1,Kirloskar,M952,D315S,55.0 KW,55.99,55.0,66.21,1500,Continuous (S1),415,89.71,2024-07-15,19:47:00,Bearing noise observed during operation,Bearings replaced and housing cleaned. Shaft journal inspected. Alignment checked.,1,Bearing Failure,Out of Warranty,JOB-84710,Bearing 6305 2RS,2,Bearing Replacement,2,DC Motor,3,6305 2RS,DISPATCHED,2024-07-15 00:00:00,2024-08-11 00:00:00,operator_17,supervisor_02
774,AC Motor,EQ10418,2008,Mixer Agitator,Bar Mill,1,ABB,K901,D160M,55.0 KW,54.02,55.0,66.11,1500,Intermittent (S3),415,87.71,2024-06-10,17:12:00,Temperature rise exceeding limits,Cooling system repaired. Fan replaced. Ventilation passages cleaned.,5,Overheating,Out of Warranty,,"Copper wire, Insulation paper, Varnish",1,Rewinding,1,AC Motor,8,NU 308,CLOSED,2024-06-10 00:00:00,2024-06-13 00:00:00,operator_05,supervisor_01
775,Blower Motor,EQ10004,2011,Pump Driving,Blast Furnace,1,ABB,D555,D280M,11.0 KW,11.01,11.0,12.9,1500,Periodic (S5),3300,2.27,2025-01-31,20:13:00,"Bearing seized, motor stalled",Bearings replaced and housing cleaned. Shaft journal inspected. Alignment checked.,1,Bearing Failure,Out of Warranty,JOB-68735,Bearing 6308 2RS,2,Bearing Replacement,4,Blower Motor,6,6308 2RS,CLOSED,2025-01-31 00:00:00,2025-02-16 00:00:00,operator_03,supervisor_02
776,Pump Motor,EQ10160,2000,Conveyor Belt,Cold Rolling Mill,1,Bharat Bijlee,S108,D355L,5.5 KW,5.55,5.5,6.42,1500,Continuous (S1),440,8.1,2023-07-05,17:03:00,Excessive vibration from drive end bearing,Bearings replaced and housing cleaned. Shaft journal inspected. Alignment checked.,1,Bearing Failure,Out of Warranty,JOB-51196,Bearing 6308 2RS,2,Bearing Replacement,3,Pump Motor,6,6308 2RS,DISPATCHED,2023-07-05 00:00:00,2023-07-09 00:00:00,operator_16,supervisor_04
777,DC Motor,EQ10111,2013,Fan/Blower Driving,Coke Oven Plant,1,Siemens,M826,D355L,1.5 KW,1.52,1.5,1.74,1000,Continuous (S1),415,2.35,2024-11-29,19:34:00,Grease leakage from bearing housing,Bearings replaced and housing cleaned. Shaft journal inspected. Alignment checked.,1,Bearing Failure,Out of Warranty,JOB-70342,Bearing 6307 2RS,2,Bearing Replacement,2,DC Motor,5,6307 2RS,CLOSED,2024-11-29 00:00:00,2024-12-27 00:00:00,operator_09,supervisor_01
778,Crane Motor,EQ10329,2002,Crane Hoisting,Sinter Plant,1,Siemens,E170,D355M,45.0 KW,45.59,45.0,54.05,1500,Short Time (S2),415,72.72,2024-04-17,21:18:00,Bearing noise observed during operation,Bearings replaced and housing cleaned. Shaft journal inspected. Alignment checked.,1,Bearing Failure,Out of Warranty,JOB-91122,Bearing 6205 2RS,2,Bearing Replacement,5,Crane Motor,1,6205 2RS,CLOSED,2024-04-17 00:00:00,2024-04-22 00:00:00,operator_08,supervisor_05
779,AC Motor,EQ10073,1996,Hydraulic Press,Coke Oven Plant,1,Siemens,M964,D250M,2.2 KW,2.16,2.2,2.49,1000,Continuous (S1),440,3.18,2023-06-14,12:10:00,Insulation resistance below acceptable limit,Insulation restored. Varnish applied and baked. Megger values confirmed acceptable.,4,Insulation Failure,Out of Warranty,,"Grease, Cleaning agents",5,Insulation Repair,1,AC Motor,11,N/A,CLOSED,2023-06-14 00:00:00,2023-07-04 00:00:00,operator_01,supervisor_03
780,Pump Motor,EQ10253,2011,Mixer Agitator,Power Plant,1,Bharat Bijlee,K926,D180L,37.0 KW,37.54,37.0,43.68,1500,Continuous with Intermittent Load (S6),440,57.87,2025-10-12,15:55:00,"Winding overheated, discoloration visible",Complete rewinding done. New insulation applied. Impregnation and baking completed.,2,Winding Failure,Out of Warranty,JOB-73372,"Copper wire, Insulation paper, Varnish",1,Rewinding,3,Pump Motor,9,7206 B,CLOSED,2025-10-12 00:00:00,2025-10-24 00:00:00,operator_13,supervisor_06
781,Crane Motor,EQ10284,2018,Cooling Tower Fan,Bar Mill,1,Crompton Greaves,D617,D80,160.0 KW,157.25,160.0,180.91,750,Short Time (S2),6600,16.58,2025-12-11,06:10:00,"Winding burnt, motor tripped on overload",Complete rewinding done. New insulation applied. Impregnation and baking completed.,2,Winding Failure,Out of Warranty,JOB-73103,"Copper wire, Insulation paper, Varnish",1,Rewinding,5,Crane Motor,7,NU 206,CLOSED,2025-12-11 00:00:00,2026-01-08 00:00:00,operator_08,supervisor_05
782,Pump Motor,EQ10350,2010,Fan/Blower Driving,Hot Strip Mill,1,ABB,S446,D280S,15.0 KW,14.95,15.0,18.04,1500,Continuous (S1),415,26.06,2023-09-22,15:19:00,Excessive vibration from drive end bearing,Bearings replaced and housing cleaned. Shaft journal inspected. Alignment checked.,1,Bearing Failure,Out of Warranty,,Bearing 6306 2RS,2,Bearing Replacement,3,Pump Motor,4,6306 2RS,DISPATCHED,2023-09-22 00:00:00,2023-10-17 00:00:00,operator_16,supervisor_04
783,AC Motor,EQ10276,2005,Rolling Mill Drive,Power Plant,1,Siemens,H479,D280S,22.0 KW,21.94,22.0,25.43,1500,Continuous (S1),415,37.0,2025-07-02,20:40:00,Rotor eccentricity observed,Rotor repaired/replaced. Dynamic balancing done. Air gap checked.,3,Rotor Failure,Out of Warranty,JOB-91457,"Grease, Cleaning agents",3,General Overhaul,1,AC Motor,1,6205 2RS,CLOSED,2025-07-02 00:00:00,2025-07-28 00:00:00,operator_08,supervisor_03
784,Compressor Motor,EQ10460,1999,Cooling Tower Fan,Bar Mill,1,WEG,M680,D160L,15.0 KW,14.78,15.0,17.24,1500,Continuous with Intermittent Load (S6),3300,3.04,2023-03-06,19:26:00,Grease leakage from bearing housing,Bearings replaced and housing cleaned. Shaft journal inspected. Alignment checked.,1,Bearing Failure,Out of Warranty,JOB-90630,Bearing 22210 E,2,Bearing Replacement,6,Compressor Motor,10,22210 E,DISPATCHED,2023-03-06 00:00:00,2023-03-12 00:00:00,operator_04,supervisor_01
785,AC Motor,EQ10364,2007,Pump Driving,Power Plant,1,Siemens,S536,D200L,55.0 KW,54.06,55.0,63.4,1500,Continuous (S1),440,86.71,2025-01-21,11:10:00,Insulation breakdown at connections,Insulation restored. Varnish applied and baked. Megger values confirmed acceptable.,4,Insulation Failure,Out of Warranty,JOB-59294,"Grease, Cleaning agents",5,Insulation Repair,1,AC Motor,4,6306 2RS,CLOSED,2025-01-21 00:00:00,2025-02-06 00:00:00,operator_05,supervisor_04
786,AC Motor,EQ10414,2009,Compressor Driving,Cold Rolling Mill,1,ABB,E139,D355M,30.0 KW,30.11,30.0,32.89,1500,Continuous (S1),3300,5.9,2023-09-29,14:38:00,Insulation resistance low on winding,Complete rewinding done. New insulation applied. Impregnation and baking completed.,2,Winding Failure,Out of Warranty,,"Copper wire, Insulation paper, Varnish",1,Rewinding,1,AC Motor,3,6305 2RS,CLOSED,2023-09-29 00:00:00,2023-10-10 00:00:00,operator_04,supervisor_01
787,AC Motor,EQ10429,2009,Hydraulic Press,Bar Mill,1,ABB,M179,D180M,22.0 KW,21.93,22.0,25.01,1000,Intermittent (S3),3300,4.45,2023-10-01,19:12:00,Excessive vibration from drive end bearing,Bearings replaced and housing cleaned. Shaft journal inspected. Alignment checked.,1,Bearing Failure,Out of Warranty,JOB-80599,Bearing 6305 2RS,2,Bearing Replacement,1,AC Motor,3,6305 2RS,CLOSED,2023-10-01 00:00:00,2023-10-12 00:00:00,operator_19,supervisor_03
788,AC Motor,EQ10485,2008,Crane Hoisting,Hot Strip Mill,1,Siemens,K731,D132M,11.0 KW,10.82,11.0,12.76,1500,Periodic (S5),3300,2.24,2024-02-21,19:40:00,Low megger value on phases,Insulation restored. Varnish applied and baked. Megger values confirmed acceptable.,4,Insulation Failure,Out of Warranty,,"Grease, Cleaning agents",5,Insulation Repair,1,AC Motor,11,N/A,CLOSED,2024-02-21 00:00:00,2024-03-15 00:00:00,operator_11,supervisor_01
789,AC Motor,EQ10389,2011,Cooling Tower Fan,Cold Rolling Mill,1,Kirloskar,K319,D315M,45.0 KW,45.37,45.0,50.43,3000,Continuous (S1),440,64.4,2024-04-02,09:14:00,Coupling misalignment detected,Alignment corrected. Coupling replaced. Foundation bolts tightened.,6,Vibration Damage,Out of Warranty,,"Grease, Cleaning agents",4,Alignment Correction,1,AC Motor,8,NU 308,CLOSED,2024-04-02 00:00:00,2024-04-05 00:00:00,operator_02,supervisor_07
790,AC Motor,EQ10448,2002,Hydraulic Press,Blast Furnace,1,Crompton Greaves,H915,D160L,250.0 KW,247.67,250.0,302.37,1000,Continuous (S1),11000,15.58,2024-01-02,06:42:00,Rotor rubbing against stator,Rotor repaired/replaced. Dynamic balancing done. Air gap checked.,3,Rotor Failure,Out of Warranty,,Bearing 6306 2RS,2,Bearing Replacement,1,AC Motor,4,6306 2RS,CLOSED,2024-01-02 00:00:00,2024-01-10 00:00:00,operator_02,supervisor_07
791,AC Motor,EQ10191,1996,Rolling Mill Drive,Coke Oven Plant,1,Bharat Bijlee,H482,D160M,11.0 KW,11.08,11.0,12.4,3000,Continuous (S1),440,15.88,2024-12-18,06:12:00,"Bearing seized, motor stalled",Bearings replaced and housing cleaned. Shaft journal inspected. Alignment checked.,1,Bearing Failure,Out of Warranty,JOB-39605,Bearing 6305 2RS,2,Bearing Replacement,1,AC Motor,3,6305 2RS,DISPATCHED,2024-12-18 00:00:00,2024-12-21 00:00:00,operator_04,supervisor_05
792,AC Motor,EQ10277,2013,Compressor Driving,Power Plant,1,WEG,S186,D132M,37.0 KW,37.47,37.0,43.71,1500,Intermittent (S3),415,61.8,2025-04-11,11:57:00,Excessive vibration from drive end bearing,Bearings replaced and housing cleaned. Shaft journal inspected. Alignment checked.,1,Bearing Failure,Out of Warranty,JOB-61761,Bearing 6305 2RS,2,Bearing Replacement,1,AC Motor,3,6305 2RS,DISPATCHED,2025-04-11 00:00:00,2025-04-24 00:00:00,operator_12,supervisor_03
793,AC Motor,EQ10490,2014,Cooling Tower Fan,Coke Oven Plant,1,Bharat Bijlee,K897,D315S,55.0 KW,55.99,55.0,60.77,3000,Continuous (S1),415,82.76,2024-11-08,14:41:00,"Cooling fan damaged, inadequate cooling",Cooling system repaired. Fan replaced. Ventilation passages cleaned.,5,Overheating,Out of Warranty,JOB-97562,Bearing 6206 2RS,2,Bearing Replacement,1,AC Motor,2,6206 2RS,CLOSED,2024-11-08 00:00:00,2024-11-10 00:00:00,operator_14,supervisor_06
794,AC Motor,EQ10141,2004,Pump Driving,Coke Oven Plant,1,GE,K998,D280S,30.0 KW,29.47,30.0,33.4,750,Periodic (S5),415,46.29,2024-07-26,15:22:00,"Bearing seized, motor stalled",Bearings replaced and housing cleaned. Shaft journal inspected. Alignment checked.,1,Bearing Failure,Out of Warranty,JOB-41261,Bearing 6206 2RS,2,Bearing Replacement,1,AC Motor,2,6206 2RS,CLOSED,2024-07-26 00:00:00,2024-07-31 00:00:00,operator_19,supervisor_02
795,DC Motor,EQ10101,2023,Cooling Tower Fan,Wire Rod Mill,1,Crompton Greaves,M128,D225S,75.0 KW,73.89,75.0,83.59,3000,Continuous with Intermittent Load (S6),415,113.15,2023-07-20,17:04:00,Excessive vibration from drive end bearing,Bearings replaced and housing cleaned. Shaft journal inspected. Alignment checked.,1,Bearing Failure,Out of Warranty,JOB-86905,Bearing 6306 2RS,2,Bearing Replacement,2,DC Motor,4,6306 2RS,DISPATCHED,2023-07-20 00:00:00,2023-08-15 00:00:00,operator_09,supervisor_06
796,AC Motor,EQ10053,1998,Mixer Agitator,Wire Rod Mill,1,WEG,M132,D180M,90.0 KW,89.91,90.0,106.72,1500,Continuous (S1),415,146.14,2024-06-18,10:46:00,Motor overheating during normal load,Cooling system repaired. Fan replaced. Ventilation passages cleaned.,5,Overheating,Out of Warranty,,"Grease, Cleaning agents",6,Shaft Repair,1,AC Motor,2,6206 2RS,CLOSED,2024-06-18 00:00:00,2024-06-25 00:00:00,operator_05,supervisor_06
797,Blower Motor,EQ10245,2006,Crane Hoisting,Bar Mill,1,ABB,H286,D112M,11.0 KW,11.21,11.0,13.4,3000,Continuous (S1),415,19.02,2024-07-15,12:53:00,Insulation resistance below acceptable limit,Insulation restored. Varnish applied and baked. Megger values confirmed acceptable.,4,Insulation Failure,Out of Warranty,JOB-81739,"Grease, Cleaning agents",5,Insulation Repair,4,Blower Motor,4,6306 2RS,CLOSED,2024-07-15 00:00:00,2024-08-02 00:00:00,operator_11,supervisor_01
798,DC Motor,EQ10222,2012,Conveyor Belt,Blast Furnace,1,ABB,E310,D180L,45.0 KW,45.64,45.0,53.45,1500,Short Time (S2),415,71.61,2023-05-10,20:20:00,Grease leakage from bearing housing,Bearings replaced and housing cleaned. Shaft journal inspected. Alignment checked.,1,Bearing Failure,Out of Warranty,JOB-77182,Bearing 6307 2RS,2,Bearing Replacement,2,DC Motor,5,6307 2RS,CLOSED,2023-05-10 00:00:00,2023-05-28 00:00:00,operator_08,supervisor_01
799,DC Motor,EQ10397,2006,Fan/Blower Driving,Wire Rod Mill,1,Crompton Greaves,M703,D280S,37.0 KW,36.87,37.0,40.98,1500,Short Time (S2),415,57.89,2024-11-14,17:37:00,Motor overheating during normal load,Cooling system repaired. Fan replaced. Ventilation passages cleaned.,5,Overheating,Out of Warranty,,"Grease, Cleaning agents",6,Shaft Repair,2,DC Motor,8,NU 308,DISPATCHED,2024-11-14 00:00:00,2024-12-08 00:00:00,operator_17,supervisor_02
800,Blower Motor,EQ10161,1997,Conveyor Belt,Hot Strip Mill,1,Havells,K742,D200L,30.0 KW,29.89,30.0,33.39,1500,Intermittent (S3),415,44.67,2025-06-16,19:12:00,Grease leakage from bearing housing,Bearings replaced and housing cleaned. Shaft journal inspected. Alignment checked.,1,Bearing Failure,Out of Warranty,,Bearing 6307 2RS,2,Bearing Replacement,4,Blower Motor,5,6307 2RS,DISPATCHED,2025-06-16 00:00:00,2025-06-20 00:00:00,operator_06,supervisor_07
801,AC Motor,EQ10281,2007,Fan/Blower Driving,Sinter Plant,1,ABB,H601,D100L,0.75 KW,0.74,0.75,0.84,3000,Continuous (S1),415,1.15,2023-09-27,10:59:00,Bearing noise observed during operation,Bearings replaced and housing cleaned. Shaft journal inspected. Alignment checked.,1,Bearing Failure,Out of Warranty,JOB-95411,Bearing 7206 B,2,Bearing Replacement,1,AC Motor,9,7206 B,DISPATCHED,2023-09-27 00:00:00,2023-10-07 00:00:00,operator_11,supervisor_05
802,AC Motor,EQ10092,2021,Fan/Blower Driving,Cold Rolling Mill,1,Remi,K188,D180M,45.0 KW,44.5,45.0,49.91,1000,Continuous (S1),440,63.69,2025-03-13,10:46:00,Grease leakage from bearing housing,Bearings replaced and housing cleaned. Shaft journal inspected. Alignment checked.,1,Bearing Failure,Out of Warranty,JOB-70438,Bearing 6205 2RS,2,Bearing Replacement,1,AC Motor,1,6205 2RS,CLOSED,2025-03-13 00:00:00,2025-03-30 00:00:00,operator_15,supervisor_05
803,Pump Motor,EQ10246,2011,Rolling Mill Drive,Hot Strip Mill,1,Kirloskar,D489,D355M,18.5 KW,18.84,18.5,21.31,1500,Intermittent (S3),415,28.51,2025-07-01,13:33:00,"Shaft bent, causing vibration",Rotor repaired/replaced. Dynamic balancing done. Air gap checked.,3,Rotor Failure,Out of Warranty,,"Grease, Cleaning agents",6,Shaft Repair,3,Pump Motor,4,6306 2RS,CLOSED,2025-07-01 00:00:00,2025-07-27 00:00:00,operator_05,supervisor_03
